Noise,Promedio_Resultado,Desviacion_Estandar
0,1,0
1,0.92,0
2,0.7,0
3,0.38,0
4,0.08,0
5,0.05,0
0.5,0.98,0
1.5,0.85,0
2.5,0.55,0
3.5,0.13,0
4.5,0.07,0
