Density,Promedio_Resultado,Desviacion_Estandar
1.0,0.9999315263419778,0.0002169414928805081
8.0,0.9999998275420392,5.237285872918759e-07
3.0,0.9999563239606016,7.038114872818743e-05
10.0,0.9999315263419778,0.0002169414928805081
5.0,0.9999998275420392,5.237285872918759e-07
