Density,Promedio_Resultado,Desviacion_Estandar
10.0,0.35309849593829995,0.022936239018181537
0.5,0.07566277178414596,0.039742718878214074
1.0,0.06679778088060707,0.03558805693756203
1.5,0.06712172355735392,0.03441705500859177
2.0,0.0743064549153794,0.03528713541016516
2.5,0.08348823210849668,0.04442602420420003
3.0,0.10346274366044259,0.045246177087265325
3.5,0.11736582017216322,0.06253869120072414
4.0,0.10649761968721908,0.0524212230450072
4.5,0.1139300541705965,0.06098714989720855
