tiempo,polarization
587,0.8387132484137432
588,0.846512840802776
589,0.823972308651109
590,0.8480283159877291
591,0.8476273629575984
592,0.839084169606307
593,0.8437602076194509
594,0.8424668486010429
595,0.8456740441878566
596,0.8267043278318394
597,0.8473087904899668
598,0.8494395913700831
599,0.8428570370877375
600,0.8432864243194687
601,0.8542154710119293
602,0.8460978863424731
603,0.8437813104665012
604,0.8456641340596501
605,0.8423917306675608
606,0.8349440127350669
607,0.8391882502440567
608,0.8447818973275228
609,0.8357108550190503
610,0.8376787880200636
611,0.833991659880642
612,0.8314159982088524
613,0.8424338587634157
614,0.8445800825349882
615,0.8441233232566322
616,0.8479842393859436
617,0.8537025179646331
618,0.8252973922754864
619,0.855418326117373
620,0.8334459856130093
621,0.8397697759914231
622,0.8329588686478409
623,0.8325506352398043
624,0.826908887917678
625,0.8433419086086453
626,0.8305631907321878
627,0.8487666304313245
628,0.8269254848328783
629,0.8525932904129601
630,0.8400400214592217
631,0.8395582607410125
632,0.8196929932207246
633,0.8368775524938868
634,0.8551001053725015
635,0.8419562948493705
636,0.8301216170591429
637,0.8335385230403634
638,0.8343309434960318
639,0.8328761518117735
640,0.8450244500920835
641,0.8440675938919271
642,0.8304722686214884
643,0.8510301616306679
644,0.8303852550901784
645,0.8497727174315028
646,0.8382503379597733
647,0.8345723634544102
648,0.8425437788531022
649,0.8350941970489427
650,0.8390476952154078
651,0.8376663598827532
652,0.858792601790379
653,0.8473747426728582
654,0.8273457629791956
655,0.8457813698433269
656,0.8440601334408684
657,0.8307280602441638
658,0.8334151589666355
659,0.8411388797101736
660,0.8454400206759292
661,0.8471540318297425
662,0.8621723352683432
663,0.8453696602298559
664,0.8447673603854129
665,0.8518669030096039
666,0.8355164769757821
667,0.836705677756331
668,0.8414095998303293
669,0.850774455678627
670,0.8503871358460675
671,0.856176236476077
672,0.8375104190199234
673,0.8417915603210202
674,0.8455570048469994
675,0.8130020241441622
676,0.8424591326817654
677,0.8473830409331987
678,0.8461720074110164
679,0.8424297564115855
680,0.8347789850401962
681,0.8428825984147119
682,0.8411064357301411
683,0.8405596530826895
684,0.8431677803141184
685,0.8317592119107711
686,0.8373846325082801
687,0.8330278203280762
688,0.8352733622797569
689,0.8483204890911593
690,0.8368629763425861
691,0.8535650112455584
692,0.8284708807795268
693,0.8324811632956687
694,0.8259428998085037
695,0.8305859754563529
696,0.840359752269519
697,0.8237856253701389
698,0.8546381098914424
699,0.8350535536702905
